Year,Month,Day,Hour,Po,P,U,Ff,Td,T
2015,5,13,2,752.8,759.1,84.0,2.0,17.3,20.1
2015,5,13,5,758.5,759.1,81.0,1.0,17.7,21.1
2015,5,13,8,753.7,759.9,73.0,1.0,19.5,24.7
2015,5,13,11,759.1,759.7,68.0,3.0,20.3,26.7
2015,5,13,14,751.9,758.2,69.0,5.0,21.5,27.8
2015,5,13,17,756.8,757.4,73.0,5.0,22.2,27.5
2015,5,13,20,751.6,757.8,78.0,5.0,22.3,26.5
2015,5,13,23,758.6,759.2,78.0,4.0,22.3,26.5
2015,5,14,2,751.9,758.0,85.0,1.0,22.2,24.9
2015,5,14,5,758.0,758.6,89.0,1.0,22.2,24.2
2015,5,14,8,753.4,759.5,85.0,2.0,23.0,25.8
2015,5,14,11,758.9,759.5,65.0,3.0,22.6,30.0
2015,5,14,14,751.9,758.0,59.0,5.0,21.9,30.9
2015,5,14,17,756.7,757.3,63.0,5.0,22.1,30.0
2015,5,14,20,751.9,758.0,75.0,4.0,22.4,27.3
2015,5,14,23,758.8,759.4,79.0,4.0,22.7,26.7
2015,5,15,2,752.0,758.1,82.0,2.0,22.8,26.2
2015,5,15,5,757.6,758.2,86.0,1.0,23.2,25.8
2015,5,15,8,753.0,759.1,81.0,2.0,23.1,26.7
2015,5,15,11,758.8,759.4,72.0,5.0,23.1,28.7
2015,5,15,14,751.3,757.3,64.0,7.0,22.9,30.5
2015,5,15,17,747.4,756.4,69.4,5.2,23.4,29.7
2015,5,15,20,750.7,756.9,77.0,3.0,23.6,28.1
2015,5,15,23,757.2,757.8,76.0,4.0,23.0,27.7
2015,5,16,2,750.1,756.2,82.0,5.0,23.3,26.7
2015,5,16,5,756.7,757.3,93.0,1.0,21.2,22.4
2015,5,16,8,752.3,758.5,93.0,1.0,21.7,22.9
2015,5,16,11,758.8,759.4,90.0,3.0,21.7,23.5
2015,5,16,14,751.8,757.9,92.0,2.0,22.3,23.7
2015,5,16,17,755.8,756.4,85.0,1.0,22.5,25.3
2015,5,16,20,750.5,756.7,91.0,1.0,22.0,23.6
2015,5,16,23,756.3,756.9,93.0,1.0,22.3,23.5
2015,5,17,2,750.1,756.4,93.0,1.0,22.2,23.4
2015,5,17,5,755.2,755.8,94.0,1.0,22.0,23.1
2015,5,17,8,750.1,756.3,92.0,2.0,23.1,24.5
2015,5,17,11,756.1,756.7,93.0,1.0,23.7,25.0
2015,5,17,14,749.5,755.7,85.0,5.0,22.4,25.2
2015,5,17,17,754.0,754.6,82.0,3.0,22.3,25.7
2015,5,17,20,749.5,755.6,89.0,3.0,22.1,24.1
2015,5,17,23,755.6,756.2,92.0,1.0,22.3,23.7
2015,5,18,2,749.3,755.5,92.0,1.0,22.6,23.9
2015,5,18,5,754.8,755.4,92.0,0.0,23.0,24.3
2015,5,18,8,749.9,756.1,93.0,1.0,24.3,25.6
2015,5,18,11,755.5,756.1,75.0,3.0,23.6,28.5
2015,5,18,14,749.1,755.2,66.0,6.0,22.9,30.0
2015,5,18,17,753.4,754.0,81.0,3.0,24.4,28.0
2015,5,18,20,748.6,754.7,86.0,2.0,24.5,27.1
2015,5,18,23,755.0,755.6,87.0,2.0,24.3,26.7
2015,5,19,2,748.5,754.6,87.0,2.0,24.5,26.9
2015,5,19,5,753.8,754.4,89.0,2.0,24.5,26.5
2015,5,19,8,749.5,755.7,87.0,2.0,24.8,27.2
2015,5,19,11,754.9,755.5,73.0,5.0,24.4,29.8
2015,5,19,14,748.0,754.0,76.0,6.0,24.4,29.1
2015,5,19,17,752.5,753.1,77.0,3.0,25.0,29.5
2015,5,19,20,747.7,753.7,78.0,2.0,23.7,28.0
2015,5,19,23,754.4,755.0,85.0,2.0,25.0,27.8
2015,5,20,2,747.8,753.9,85.0,4.0,24.8,27.6
